slug,look,type,season,designer,city,models,keywords
68691,11,woman,spring-summer-2018,ashish,london,,"['shirt', 'skirt', 'white-skirt', 'white-shirt', 'sangallo', 'virginal', 'silver', 'embellishment', 'white', 'cut-out', 'highwaist-skirt', 'high-waist', 'long-skirt', 'pleats', 'pleated-skirt', 'short-sleeves', 'sequin', 'total-sequin', 'beading', 'total-white', 'dyed-hair']"
68692,12,woman,spring-summer-2018,ashish,london,,"['sequin', 'beading', 'transparent', 'top', 'white', 'shorts', 'embellishment', 'silver', 'metallic', 'pattern', 'party', 'nudity', 'long-sleeves', 'silver-top', 'white-shorts', 'sparkling']"
68699,19,woman,spring-summer-2018,ashish,london,,"['gothic', 'black-white', 'hoodie', 'check', 'sequin', 'black', 'applique', 'hood', 'drawstring', 'shorts', 'silver', 'metallic', 'sequin-shorts', 'check-shorts', 'bermuda', 'man']"
68700,20,woman,spring-summer-2018,ashish,london,,"['slipdress', 'spaghetti-strap', 'black-white', 'white', 'black', 'check', 'party', 'mini-dress', 'sleeveless', 'sequin', 'beading', 'embellishment', 'dress', 'black-dress', 'check-dress', 'sparkling', 'dyed-hair']"
68702,22,woman,spring-summer-2018,ashish,london,,"['blue', 'dress', 'blue-dress', 'transparent', 'evening-wear', 'red-carpet', 'party', 'sequin', 'pattern', 'beading', 'long-dress', 'metallic', 'fitted', 'long-sleeves', 'sparkling']"
68703,23,woman,spring-summer-2018,ashish,london,,"['transparent', 'top', 'pattern', 'total-look', 'drawstring', 'blue', 'blue-pants', 'sequin', 'embellishment', 'pants', 'total-sequin', 'navy-blue', 'navy-blue-pants', 'nudity', 'sequin-pants']"
68705,25,woman,spring-summer-2018,ashish,london,,"['sequin', 'beading', 'embellishment', 'ruffle', 'ruffled-collar', 'frill', 'dress', 'blue-dress', 'navy-blue', 'navy-blue-dress', 'transparent', 'evening-wear', 'sleeveless', 'midi-dress', 'party', 'fluid-dress', 'sparkling']"
68706,26,woman,spring-summer-2018,ashish,london,,"['sequin', 'total-sequin', 'total-look', 'skirt', 'mini-skirt', 'ruffle', 'gold', 'metallic', 'black', 'bicolour', 'ruffled-collar', 'black-skirt', 'crop-top', 'party', 'rave', 'mini', 'sparkling']"
68682,1,woman,spring-summer-2018,ashish,london,,"['evening-wear', 'hoodie', 'slogan', 'silver', 'metallic', 'beading', 'sequin', 'strass', 'glitter', 'long-dress', 'drawstring', 'black', 'black-jumper', 'hood', 'gothic', 'long-sleeves', 'opposite-style', 'sequin-skirt', 'silver-pants', 'widow']"
68681,2,woman,spring-summer-2018,ashish,london,,"['gothic', 'slogan', 'sequin', 'train', 'top', 'volume', 'total-sequin', 'skirt', 'mini-skirt', 'jumper', 'black-jumper', 'black-skirt', 'black', 'bow', 'beading', 'long-sleeves', 'mini', 'dyed-hair']"
68683,3,woman,spring-summer-2018,ashish,london,,"['beading', 'dress', 'glitter', 'black', 'black-dress', 'sangallo', 'skater-dress', 'midi-dress', 'gothic', 'widow', 'long-sleeves']"
68697,17,woman,spring-summer-2018,ashish,london,,"['suit', 'party', 'stripes', 'vertical-stripes', 'sequin', 'total-sequin', 'slogan', 'silver', 'metallic', 'futuristic', 'space', 'pants', 'jacket', 'blazer', 'black-white', 'tee-shirt-1', 'bird', 'grey-pants', 'grey-jacket', 'sequin-pants', 'sequin-jacket', 'silver-pants', 'silver-jacket', 'sparkling']"
68698,18,woman,spring-summer-2018,ashish,london,,"['total-look', 'total-sequin', 'slogan', 'party', 'disco', 'transparent', 'beading', 'futuristic', 'floppy-tie', 'sequin', 'drawstring', 'metallic', 'silver', 'black', 'blouse', 'grey-jacket', 'grey-pants', 'pants', 'total-silver', 'sequin-pants', 'sequin-jacket', 'silver-jacket', 'silver-pants', 'sparkling', 'man']"
68684,4,woman,spring-summer-2018,ashish,london,,"['bra', 'crop-top', 'total-look', 'black', 'skirt', 'midi-skirt', 'sangallo', 'highwaist-skirt', 'high-waist', 'black-skirt', 'beading', 'embellishment', 'bra-as-top']"
68686,6,woman,spring-summer-2018,ashish,london,,"['sangallo', 'total-look', 'silver', 'star', 'sequin', 'total-sequin', 'tee-shirt-1', 'skirt', 'long-skirt', 'pleats', 'black', 'short-sleeves', 'beading', 'pattern', 'silver-dress']"
68687,7,woman,spring-summer-2018,ashish,london,,"['pajama', 'sequin', 'total-sequin', 'star', 'sangallo', 'black', 'silver', 'metallic', 'shirt', 'pants', 'embellishment', 'celestial', 'silver-pants', 'silver-shirt', 'patterned-shirt', 'man']"
94974,34,woman,spring-summer-2018,burberry,london,,"['zigzag', 'pattern', 'hood', 'oversize', 'shearling', 'graphic', 'hoodie', 'urban', 'cocoon', 'long-sleeves', 'black', 'man']"
94975,35,woman,spring-summer-2018,burberry,london,['csepi-szilagyi'],"['hoodie', 'pattern', 'yellow-jumper', 'jumper', 'extra-long-sleeves', 'oversize', 'aztec', 'graphic', 'skirt', 'long-skirt', 'pink', 'pink-skirt', 'layer', 'sweater-dress', 'circus']"
94976,36,woman,spring-summer-2018,burberry,london,['zakarie-ali'],"['shearling', 'sheepskin', 'aviator', 'jacket', 'pattern', 'oversize', 'black', 'camouflage', 'layer', 'strap', 'man']"
94978,38,woman,spring-summer-2018,burberry,london,['jai-piccone'],"['knit', 'colourful-knit', 'yellow', 'cable-knit', 'chunky-knit', 'jumper', 'yellow-jumper', 'multicolour', 'long-sleeves', 'circus', 'round-neck', 'pleats', 'knit-threads', 'patterned-knit']"
94987,47,woman,spring-summer-2018,burberry,london,,"['pants', 'logo', 'coat', 'overcoat', 'grey-coat', 'jacket', 'layer', 'bomber', 'black-pants', 'wide-leg-oversize-pants', 'extra-long-pants', 'ivory', 'man']"
94989,49,woman,spring-summer-2018,burberry,london,,"['pants', 'oversize', 'hip-hop', 'check', 'plaid', 'graffiti', 'urban', 'sport', 'logo', 'yellow', 'hood', 'oversize-coat', 'check-coat', 'knit', 'black-pants', 'wide-leg-oversize-pants', 'extra-long-pants', 'man']"
94990,50,woman,spring-summer-2018,burberry,london,,"['pants', 'check', 'plaid', 'jacket', 'check-jacket', 'black', 'urban', 'skirt-on-pants', 'pleats', 'black-pants', 'man']"
94984,44,woman,spring-summer-2018,burberry,london,,"['multicolour', 'pants', 'colourful-knit', 'oversize-knit', 'knit', 'pattern', 'graphic', 'jumper', 'v-neck', 'colour-block', 'suit-pants', 'pants', 'wide-leg-oversize-pants', 'extra-long-pants', 'black', 'black-pants', 'patterned-knit', 'man']"
94980,40,woman,spring-summer-2018,burberry,london,['nora-attal'],"['thin-straps-on-long-sleeves', 'knit', 'camouflage', 'dress', 'black-dress', 'embellishment', 'jewel-embellishment', 'strass', 'transparent', 'pattern', 'layer', 'jumper', 'extra-long-sleeves', 'army', 'round-neck', 'legging', 'pattern-mix', 'opposite-style', 'patterned-knit', 'military', 'pattern-all-over']"
94981,41,woman,spring-summer-2018,burberry,london,['jean-campbell'],"['coat', 'black-coat', 'black', 'strap', 'buckle', 'shoulder-pads', 'coat-dress', 'total-black', 'monochrome', 'long-coat', 'officer', 'detective', 'masculine', 'just-a-coat']"
94985,45,woman,spring-summer-2018,burberry,london,,"['pants', 'officer', 'coat', 'black-coat', 'check', 'plaid', 'black', 'shirt', 'print', 'pattern', 'pattern-mix', 'oversize', 'extra-long-pants', 'black-pants', 'button', 'patterned-shirt', 'man']"
94982,42,woman,spring-summer-2018,burberry,london,['simon-bornhall'],"['pants', 'blazer', 'suit', 'striped-suit', 'striped-jacket', 'jacket', 'stripes', 'vertical-stripes', 'graphic', 'knit', 'v-neck', 'layer', 'jumper', 'grey-jacket', 'skirt', 'skirt-on-pants', 'striped-pants', 'cropped-pants', 'grey-pants', 'man']"
20305,17,woman,spring-summer-2017,antonio-berardi,london,,"['dress', 'short-dress', 'tapestry', 'sleeveless', 'off-the-shoulder', 'asymmetrical', 'colour-block', 'frill', 'slit', 'multicolour', 'blue', 'pastel-sorbet', 'delicate', 'skater-dress', 'halterneck']"
20308,19,woman,spring-summer-2017,antonio-berardi,london,,"['girly', 'floral', 'dress', 'short-dress', 'print', 'v-neck', 'volume', 'delicate', 'fairy']"
20309,20,woman,spring-summer-2017,antonio-berardi,london,,"['total-look', 'floral', 'pastoral', 'embroidery', 'beading', 'bodycon', 'pants', 'ribbed', 'fairy', 'delicate', 'floral-pants', 'total-floral']"
20310,21,woman,spring-summer-2017,antonio-berardi,london,,"['1920', 'dress', 'short-dress', 'beading', 'embroidery', 'fringes', 'sleeveless', 'v-neck', 'grey', 'applique', 'delicate', 'evening-wear']"
20290,1,woman,spring-summer-2017,antonio-berardi,london,['dilone'],"['chambray', 'plaid', 'shirt', 'grey', 'grey-pants', 'corset', 'sleeveless', 'girly']"
20291,2,woman,spring-summer-2017,antonio-berardi,london,,"['skirt', 'pleats', 'blue-skirt', 'shirt', 'volume', 'fluffy', 'plunging-neckline', 'total-look', 'plaid', 'girly']"
20292,4,woman,spring-summer-2017,antonio-berardi,london,,"['plunging-neckline', 'blue', 'blue-suit', 'corset', 'high-waist', 'pants', 'blue-pants', 'fringes', 'applique', 'girly', 'cuff', 'bow', 'transparent', 'white-shirt', 'shirt', 'navy-blue', 'navy-blue-pants', 'suit', 'statement-sleeves', 'fringed-pants', 'tailoring', 'nothing-under', 'navy-blue-suit']"
20301,12,woman,spring-summer-2017,antonio-berardi,london,,"['blue-pants', 'high-waist', 'fringes', 'applique', 'chambray', 'delicate', 'blouse', 'sleeveless', 'lilac', 'purple', 'pants', 'fringed-pants']"
20302,13,woman,spring-summer-2017,antonio-berardi,london,['jess-pw'],"['jacket', 'peplum', 'top', 'asymmetrical', 'skirt', 'pleats', 'tapestry', 'multicolour', 'girly']"
20304,15,woman,spring-summer-2017,antonio-berardi,london,['lea-issarni'],"['total-look', 'skirt', 'embroidery', 'beading', 'jacket', 'peplum', 'asymmetrical', 'tapestry', 'pattern', 'mini-skirt', 'purple', 'lilac', 'lavender']"
20303,14,woman,spring-summer-2017,antonio-berardi,london,['phillipa-hemphrey'],"['lilac', 'sleeveless', 'fringes', 'purple', 'pants', 'tapestry', 'double-breast', 'coat', 'girly', 'sleeveless-coat']"
20294,5,woman,spring-summer-2017,antonio-berardi,london,,"['tank-top', 'sleeveless', 'bustier', 'corset', 'pocket', 'creased', 'blue', 'black', 'black-pants', 'warrior', 'pants']"
20295,6,woman,spring-summer-2017,antonio-berardi,london,['ulrikke-hoyer'],"['dress', 'pleats', 'layer', 'bicolour', 'corset', 'plunging-neckline', 'blue', 'frill', 'ribbon', 'transparent', 'creased', 'short-dress', 'statement-sleeves']"
20296,7,woman,spring-summer-2017,antonio-berardi,london,['estella-brons'],"['virginal', 'v-neck', 'white', 'white-dress', 'frill', 'asymmetrical', 'long-dress', 'sleeveless', 'transparent', 'delicate', 'fluid-dress', 'fluid', 'brown-hair']"
20297,8,woman,spring-summer-2017,antonio-berardi,london,,"['skirt', 'mini-skirt', 'high-waist', 'white-skirt', 'cut-out', 'shirt-dress', 'shirt', 'white-shirt', 'transparent', 'futuristic', 'white']"
20298,9,woman,spring-summer-2017,antonio-berardi,london,['wangy-xinyu'],"['blue', 'navy-blue', 'lilac', 'short-dress', 'beading', 'embroidery', 'embellishment', 'pocket']"
20319,9,woman,spring-summer-2017,antonio-berardi,london,['wangy-xinyu'],"['shirt-dress', 'lavender', 'corset', 'transparent', 'asymmetrical', 'creased', 'over-corset', 'contoured-body']"
20299,10,woman,spring-summer-2017,antonio-berardi,london,['jay-wright'],"['transparent', 'v-neck', 'bicolour', 'lavender', 'dress', 'midi-dress', 'sleeveless', 'asymmetrical', 'dance', 'delicate', 'fluid-dress', 'chestnut-hair']"
20300,11,woman,spring-summer-2017,antonio-berardi,london,['mayka-merino'],"['suit', 'masculine', 'blue-suit', 'jacket', 'pants', 'blue-pants', 'tee-shirt-1', 'high-waist', 'tailoring']"
19525,23,woman,spring-summer-2017,bora-aksu,london,,"['guipur', 'black-dress', 'blacktie', 'applique', 'midi-dress']"
19526,24,woman,spring-summer-2017,bora-aksu,london,,"['light-blue', 'blue', 'pastel-sorbet', 'dress', 'guipur', 'applique', 'doll', 'sorbet-dress']"
19527,25,woman,spring-summer-2017,bora-aksu,london,,"['applique', 'guipur', 'black-dress', 'black', 'dress', 'long-dress', 'cut-out', 'high-necked-dress']"
19528,26,woman,spring-summer-2017,bora-aksu,london,,"['red-dress', 'red', 'lace', 'sangallo', 'pleats', 'doll', 'ruffle', 'frill', 'dress', 'princess']"
19529,27,woman,spring-summer-2017,bora-aksu,london,,"['pastel-sorbet', 'yellow', 'dress', 'pleats', 'lace', 'sangallo', 'yellow-dress', 'ruffle', 'long-dress', 'doll', 'light-yellow', 'sorbet-dress']"
20311,22,woman,spring-summer-2017,antonio-berardi,london,,"['dress', 'volume', 'light-blue', 'feather', 'applique', 'sleeveless', 'pajama', 'delicate', 'romantic', 'fluid']"
19522,20,woman,spring-summer-2017,bora-aksu,london,,"['light-blue', 'dress', 'pastel-sorbet', 'floral', 'princess', 'lace', 'sangallo', 'pleats', 'gathers', 'blue', 'gathered-dress']"
19523,21,woman,spring-summer-2017,bora-aksu,london,,"['rib-knit', 'turtleneck', 'skirt', 'guipur', 'midi-dress', 'black-skirt', 'black', 'turtleneck-dress']"
19524,22,woman,spring-summer-2017,bora-aksu,london,,"['floral', 'princess', 'doll', 'pleats', 'light-blue', 'blue', 'pastel-sorbet', 'gathers', 'claudine', 'dress', 'long-dress', 'fluid', 'total-floral', 'high-necked-dress', 'sorbet-dress', 'gathered-dress']"
19530,28,woman,spring-summer-2017,bora-aksu,london,,"['gathers', 'blue', 'pleats', 'dress', 'doll', 'floral', 'light-blue', 'frill', 'pastoral', 'gathered-dress']"
19531,29,woman,spring-summer-2017,bora-aksu,london,,"['fuchsia', 'pink', 'doll', 'circus', 'pleats', 'sangallo', 'lace', 'dress', 'frill', 'delicate']"
19503,1,woman,spring-summer-2017,bora-aksu,london,,"['pastel-sorbet', 'doll', 'dress', 'jacket', 'babydoll', 'frill', 'ruffle', 'gathers', 'delicate', 'yellow', 'pink', 'light-pink', 'fluid', 'light-yellow', 'tiered-dress', 'sorbet-dress']"
20327,38,woman,spring-summer-2017,antonio-berardi,london,,"['asymmetrical', 'black', 'suit', 'black-suit', 'warrior', '3d', 'volume', 'pleats', 'embroidery', 'beading', 'embellishment', 'pants', 'black-pants', 'futuristic', 'tailoring']"
20330,41,woman,spring-summer-2017,antonio-berardi,london,['dilone'],"['cut-out', 'jacket', 'black-jacket', 'black', 'corset', 'bodycon', 'skirt', 'floral', 'pleats', 'mini-skirt']"
20314,24,woman,spring-summer-2017,antonio-berardi,london,,"['jumpsuit', 'asymmetrical', 'sleeveless', 'fringes', 'applique', 'wide-leg-oversize-pants', 'delicate', 'white', 'white-jumpsuit']"
20315,26,woman,spring-summer-2017,antonio-berardi,london,,"['total-look', 'floral', 'pastel-sorbet', 'tapestry', 'pastoral', 'corset', 'bustier', 'pink', 'jacket', 'pants', 'suit', 'colourful-tailoring', 'total-floral', 'tailoring', 'patterned-tailoring']"
20316,27,woman,spring-summer-2017,antonio-berardi,london,['mckenna-hellam'],"['oriental', 'peplum', 'v-neck', 'pants', 'blue', 'light-blue', 'pleats', 'volume', 'pastoral', 'suit', 'total-look', 'colourful-tailoring', 'tailoring', 'patterned-tailoring', 'brown-hair']"
20318,28,woman,spring-summer-2017,antonio-berardi,london,['ulrikke-hoyer'],"['oriental', 'volume', 'dress', 'short-dress', 'light-blue', 'blue', 'blue-dress', 'floral', 'pastoral', 'fairy', 'transparent']"
20317,29,woman,spring-summer-2017,antonio-berardi,london,['estella-brons'],"['embroidery', 'beading', 'off-the-shoulder', 'lavender', 'dress', 'long-dress', 'evening-wear', 'silk', 'layer', 'thin-stripes', 'oriental', 'brown-hair']"
20321,32,woman,spring-summer-2017,antonio-berardi,london,,"['dress', 'skirt', 'pleats', 'embroidery', 'beading', 'embellishment', 'high-waist', 'mini-skirt', 'black', 'tank-top', 'transparent', 'cape', 'evening-wear', 'teenager', 'party']"
20322,33,woman,spring-summer-2017,antonio-berardi,london,,"['shirt-dress', 'black', 'black-dress', 'dress', 'short-dress', 'asymmetrical', 'warrior', 'embroidery', 'beading', 'embellishment', 'fluid-dress']"
20323,34,woman,spring-summer-2017,antonio-berardi,london,['mayka-merino'],"['total-look', 'tank-top', 'black', 'transparent', 'pants', 'black-pants', 'high-waist', 'embellishment', 'embroidery', 'beading', 'metallic', 'coat', 'warrior']"
20325,36,woman,spring-summer-2017,antonio-berardi,london,,"['oriental', 'dress', 'long-dress', 'black-dress', 'evening-wear', 'feather', 'applique', 'futuristic', 'black-white', 'bell']"
20324,35,woman,spring-summer-2017,antonio-berardi,london,['jess-pw'],"['asymmetrical', 'creased', 'satin', 'black', 'blouse', 'sleeveless', 'drape', 'pants', 'black-pants', 'total-look', 'bustier', 'corset']"
20326,37,woman,spring-summer-2017,antonio-berardi,london,['phillipa-hemphrey'],"['coat', 'black', 'pants', 'black-pants', 'doll', 'delicate', 'pocket', 'utility', 'volume', 'fringes', 'applique']"
19773,5,woman,spring-summer-2017,jasper-conran,london,['maria-zakrzewska'],"['top', 'skirt', 'denim', 'stitch', 'slit', 'midi-skirt', 'minimal', 'total-look', 'denim-dress', 'raw-denim', 'high-necked-top', 'contrasted-stitch']"
19771,6,woman,spring-summer-2017,jasper-conran,london,,"['stitch', 'green', 'minimal', 'dress', 'short-dress', 'contrasted-stitch']"
19770,7,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'short-dress', 'denim', 'stitch', 'corset', 'sleeveless', 'denim-dress', 'raw-denim', 'fitted-denim', 'contrasted-stitch', 'contoured-body']"
19769,8,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'short-dress', 'shirt-dress', 'check', 'blue', 'navy-blue', 'blue-dress', 'graphic', 'check-dress', 'belt-over']"
20331,42,woman,spring-summer-2017,antonio-berardi,london,,"['coat', 'double-breast', 'sleeveless', 'plunging-neckline', 'black', 'pants', 'black-pants', 'pocket', 'utility', 'long-coat', 'sleeveless-coat', 'crossed-coat']"
19776,1,woman,spring-summer-2017,jasper-conran,london,,"['jacket', 'skirt', 'green', 'brown', 'stitch', 'minimal', 'monochrome', 'contrasted-stitch']"
19775,2,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'midi-dress', 'sleeveless', 'stitch', 'green', 'green-dress', 'minimal', 'contrasted-stitch']"
19774,3,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'denim', 'stitch', 'pocket', 'minimal', 'utility', 'denim-dress', 'raw-denim', 'fitted-denim', 'utility-denim', 'contrasted-stitch']"
19772,4,woman,spring-summer-2017,jasper-conran,london,,"['total-look', 'brown', 'stitch', 'shirt', 'skirt', 'midi-skirt', 'minimal', 'pocket', 'utility', 'denim-shirt', 'monochrome', 'pocket-shirt', 'total-black', 'contrasted-stitch']"
19739,39,woman,spring-summer-2017,jasper-conran,london,,"['total-look', 'skirt', 'long-skirt', 'floral', 'leaf', 'animal', 'bird', 'nature', 'shirt', 'orange', 'orange-skirt', 'applique', 'embroidery', 'floral-skirt']"
19741,40,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'long-dress', 'brown', 'stripes', 'transparent', 'graphic', 'horizontal-stripes', 'fluid-dress']"
19740,41,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'midi-dress', 'green', 'green-dress', 'floral', 'leaf', 'nature', 'embroidery', 'olive']"
19738,42,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'long-dress', 'stripes', 'green', 'green-dress', 'graphic', 'vertical-stripes']"
19736,43,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'midi-dress', 'floral', 'leaf', 'nature', 'bird', 'animal', 'doll', 'applique', 'embroidery', 'floral-on-light-background', 'floral-dress']"
19750,30,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'shirt-dress', 'midi-dress', 'brown', 'stitch', 'brown-dress', 'belted', 'contrasted-stitch']"
19747,32,woman,spring-summer-2017,jasper-conran,london,,"['blue', 'navy-blue', 'top', 'skirt', 'long-skirt', 'pleats', 'total-look', 'minimal', 'monochrome']"
19842,33,woman,spring-summer-2017,jasper-conran,london,,"['mustard', 'pleats', 'dress', 'long-dress', 'sleeveless', 'pintucked']"
19744,34,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'midi-dress', 'green', 'green-dress', 'pleats']"
19746,35,woman,spring-summer-2017,jasper-conran,london,,"['floral', 'applique', 'tee-shirt-1', 'blue', 'navy-blue', 'transparent', 'skirt', 'long-skirt', 'top', 'total-look', 'leaf', 'nature', 'round-neck', 'short-sleeves', 'floral-skirt', 'floral-transparency']"
19764,13,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'midi-dress', 'shirt-dress', 'stitch', 'amish', 'brown', 'brown-dress', 'contrasted-stitch', 'belt-over']"
19765,12,woman,spring-summer-2017,jasper-conran,london,,"['green', 'sleeveless', 'pleats', 'minimal', 'dress', 'midi-dress', 'green-dress', 'pintucked']"
19762,14,woman,spring-summer-2017,jasper-conran,london,,"['white', 'white-shirt', 'shirt', 'skirt', 'bow', 'ribbon', 'virginal', 'amish', 'white-skirt', 'total-look', 'monochrome', 'short-sleeved-shirt', 'total-white']"
19763,15,woman,spring-summer-2017,jasper-conran,london,,"['tee-shirt-1', 'skirt', 'long-skirt', 'black', 'black-white', 'knit', 'cable-knit', 'elastic', 'graphic', 'short-sleeves', 'fluid']"
19753,27,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'long-dress', 'zip', 'sleeveless', 'mustard', 'graphic', 'stripes', 'vertical-stripes']"
19751,28,woman,spring-summer-2017,jasper-conran,london,,"['brown', 'stitch', 'pocket', 'utility', 'shirt', 'skirt', 'long-skirt', 'stripes', 'graphic', 'total-look', 'vertical-stripes']"
19749,29,woman,spring-summer-2017,jasper-conran,london,['maria-zakrzewska'],"['jumpsuit', 'blue', 'navy-blue', 'stitch', 'sleeveless', 'seaside', 'belted', 'contrasted-stitch']"
19748,31,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'midi-dress', 'green', 'stitch', 'green-dress', 'belted', 'contrasted-stitch']"
19755,23,woman,spring-summer-2017,jasper-conran,london,,"['elastic', 'dress', 'midi-dress', 'red', 'red-dress', 'fluid', 'square-neck']"
19754,24,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'long-dress', 'stripes', 'stitch', 'blue', 'navy-blue', 'graphic', 'seaside', 'vertical-stripes', 'bold-stripes', 'contrasted-stitch']"
19752,25,woman,spring-summer-2017,jasper-conran,london,,"['stripes', 'dress', 'long-dress', 'graphic', 'burgundy', 'horizontal-stripes', 'bold-stripes']"
19813,26,woman,spring-summer-2017,jasper-conran,london,,"['green', 'stripes', 'graphic', 'geometric', 'top', 'skirt', 'long-skirt', 'total-look', 'green-skirt', 'horizontal-stripes', 'vertical-stripes', 'bold-stripes', 'olive']"
19761,16,woman,spring-summer-2017,jasper-conran,london,,"['top', 'crop-top', 'skirt', 'long-skirt', 'total-look', 'black-white', 'graphic']"
19811,17,woman,spring-summer-2017,jasper-conran,london,,"['shirt', 'green', 'stitch', 'pocket', 'utility', 'skirt', 'long-skirt', 'total-look', 'graphic', 'sleeveless', 'green-skirt', 'fluid', 'contrasted-stitch', 'olive']"
19760,18,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'long-dress', 'sleeveless', 'blue', 'navy-blue', 'blue-dress', 'minimal', 'fluid-dress', 'fluid']"
19759,19,woman,spring-summer-2017,jasper-conran,london,,"['bustier', 'graphic', 'top', 'black', 'knit', 'skirt', 'long-skirt', 'stripes']"
19745,36,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'long-dress', 'transparent', 'stripes', 'graphic', 'navy-blue', 'vertical-stripes', 'fluid-dress']"
19742,37,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'long-dress', 'sleeveless', 'floral', 'leaf', 'nature', 'animal', 'bird', 'embroidery', 'mustard', 'total-floral']"
19743,38,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'long-dress', 'transparent', 'stripes', 'yellow', 'yellow-dress', 'graphic', 'circus', 'horizontal-stripes', 'fluid-dress']"
19758,20,woman,spring-summer-2017,jasper-conran,london,,"['stripes', 'total-look', 'red', 'graphic', 'circus', 'skirt', 'long-skirt', 'red-skirt', 'sleeveless', 'top', 'vertical-stripes', 'bold-stripes']"
19756,21,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'midi-dress', 'graphic', 'geometric', 'sleeveless', 'navy-blue']"
19757,22,woman,spring-summer-2017,jasper-conran,london,,"['dress', 'midi-dress', 'bustier', 'black-white', 'graphic', 'geometric', 'fluid']"
19768,9,woman,spring-summer-2017,jasper-conran,london,,"['brown', 'check', 'graphic', 'skirt', 'midi-skirt', 'total-look', 'check-dress', 'one-pattern-all-over']"
19767,10,woman,spring-summer-2017,jasper-conran,london,,"['check', 'dress', 'short-dress', 'green', 'khaki', 'khaki-dress', 'graphic', 'sleeveless', 'check-dress']"
19766,11,woman,spring-summer-2017,jasper-conran,london,,"['polo', 'brown', 'skirt', 'midi-skirt', 'total-look', 'minimal', 'pleats']"
19737,44,woman,spring-summer-2017,jasper-conran,london,,"['stripes', 'burgundy', 'tunic', 'dress', 'long-dress', 'graphic', 'horizontal-stripes', 'vertical-stripes', 'stripes-on-stripes']"
19448,25,woman,spring-summer-2017,eudon-choi-1,london,,"['tee-shirt-1', 'black', 'knit', 'rib-knit', 'dress', 'midi-dress', 'thin-stripes', 'black-white', 'minimal', 'slit', '1990', 'vertical-stripes', 'thin-straps-on-long-sleeves', 'hickory-stripes']"
19449,26,woman,spring-summer-2017,eudon-choi-1,london,['mame-camara'],"['black-white', 'print', 'polka-dot', 'ribbon', 'dress', 'midi-dress', 'art', 'abstract', 'polka-dot-dress', 'brown-hair']"
19450,27,woman,spring-summer-2017,eudon-choi-1,london,,"['shirt', 'pocket', 'polka-dot', 'stitch', 'print', 'oversize', 'black-pants', 'polka-dot-shirt', 'uneven-polka-dots']"
19451,28,woman,spring-summer-2017,eudon-choi-1,london,,"['dress', 'short-dress', 'blue', 'navy-blue', 'sleeveless', 'print', 'ribbon', 'minimal', 'fluid-dress']"
19452,29,woman,spring-summer-2017,eudon-choi-1,london,,"['tee-shirt-1', 'knot', 'black-white', 'thin-stripes', 'stripes', 'pants', 'blue-pants', 'navy-blue', 'wide-leg-oversize-pants', 'slit', 'vertical-stripes', 'round-neck', 'short-sleeves', 'navy-blue-skirt', 'hickory-stripes']"
19428,10,woman,spring-summer-2017,eudon-choi-1,london,['mame-camara'],"['shirt', 'orange', 'print', 'leather', 'jacket', 'pants', 'black-pants', 'skinny', 'brown-hair']"
19429,11,woman,spring-summer-2017,eudon-choi-1,london,,"['white-shirt', 'lace-up', 'top', 'pants', 'black-pants', 'stitch', 'knit', 'rib-knit', 'minimal']"
19432,13,woman,spring-summer-2017,eudon-choi-1,london,,"['denim', 'denim-jacket', 'patch', 'teenager', 'grunge', 'top', 'black', 'skinny', 'pants', 'embellished-denim', 'bleached-denim']"
19433,14,woman,spring-summer-2017,eudon-choi-1,london,,"['cardigan', 'black', 'mini-dress', 'dress', 'ribbon', 'knit', 'rib-knit', 'minimal']"
19443,21,woman,spring-summer-2017,eudon-choi-1,london,['saadi-schimmel'],"['blouse', 'white', 'oversize', 'cropped-pants', 'stripes', 'thin-stripes', 'ribbon', 'black-white', 'pocket', 'minimal', 'vertical-stripes', 'hickory-stripes']"
19445,22,woman,spring-summer-2017,eudon-choi-1,london,,"['dress', 'midi-dress', 'off-the-shoulder', 'thin-stripes', 'black-white', 'balloon-sleeves', 'amish', 'horizontal-stripes', 'vertical-stripes', 'hickory-stripes']"
