slug,look,type,season,designer,city,models,keywords
20261,8,woman,spring-summer-2017,roksanda,london,,"['dress', 'silk', 'purple', 'balloon-sleeves', 'doll', 'light-pink', 'purple-dress', 'dress-on-pants', 'fluid-dress', 'fluid', 'satin-dress']"
20262,9,woman,spring-summer-2017,roksanda,london,,"['dress', 'long-dress', 'pleats', 'silk', 'satin', 'rust', 'pink', 'light-pink', 'doll', 'fluid-dress', 'fluid', 'satin-dress', 'sunglasses']"
20263,10,woman,spring-summer-2017,roksanda,london,,"['dress', 'midi-dress', 'print', 'sleeveless', 'rust', 'fluid-dress', 'fluid']"
20264,11,woman,spring-summer-2017,roksanda,london,,"['dress', 'midi-dress', 'silk', 'satin', 'v-neck', 'balloon-sleeves', 'rust', 'fluid-dress', 'fluid', 'leg-of-mutton-sleeve']"
20265,12,woman,spring-summer-2017,roksanda,london,,"['coat', 'silk', 'satin', 'gold', 'elastic', 'jumpsuit', 'check', 'quadrille', 'v-neck', 'grey', 'grey-jumpsuit']"
20255,1,woman,spring-summer-2017,roksanda,london,['karly-loyce'],"['coat', 'top', 'silk', 'pants', 'pink-pants', 'rust', 'dusty-pink', 'long-coat', 'fluid', 'high-necked-top', 'black-hair']"
19778,2,woman,spring-summer-2017,mother-of-pearl,london,,"['dress', 'pearls', 'doll', 'circus', 'pleats', 'midi-dress', 'blue-dress', 'fluid', 'high-necked-dress', 'blue', 'raw-edge', 'gathers', 'midi', 'fluid-dress']"
19780,4,woman,spring-summer-2017,mother-of-pearl,london,,"['floral', 'jacket', 'skirt', 'delicate', 'pastoral', 'blouse', 'long-skirt', 'blue', 'pearls', 'floral-on-light-background', 'total-floral', 'culotte', 'total-look', 'white-jacket', 'white-pants', 'cropped-pants', 'top', 'transparent', 'white']"
19781,5,woman,spring-summer-2017,mother-of-pearl,london,,"['red', 'skirt', 'tee-shirt-1', 'embroidery', 'red-shirt', 'shirt', 'bold-colours', 'extra-long-sleeves', 'white-tee-shirt', 'blue', 'blue-skirt', 'high-waist', 'highwaist-skirt', 'raw-edge', 'pearls', 'white', 'top', 'midi', 'midi-skirt']"
19782,6,woman,spring-summer-2017,mother-of-pearl,london,['lea-julian'],"['top', 'total-look', 'jodhpur', 'shirt', 'pagoda-sleeve', 'extra-long-sleeves', 'flounced-sleeves', 'monochrome', 'total-blue', 'total-monochrome-look', 'blue-shirt', 'tank-top', 'high-waist', 'highwaist-pants', 'blue-pants', 'pearls', 'brown-hair']"
19678,29,woman,spring-summer-2017,versus-versace,london,['lineisy-montero'],"['sport', 'tee-shirt-1', 'logo-tee-shirt', 'patch', 'logo', 'slogan', 'print', 'brown', 'silver', 'skirt', 'mini-skirt', 'pattern', 'pocket', 'round-neck', 'short-sleeves', 'brown-hair']"
19677,30,woman,spring-summer-2017,versus-versace,london,,"['pants', 'stripes', 'multicolour', 'pattern', 'print', 'jumper', 'transparent', 'black', 'wide-leg-oversize-pants', 'logo', 'slogan', 'silver', 'animal', 'jungle', 'vertical-stripes', 'man']"
19679,31,woman,spring-summer-2017,versus-versace,london,['naki-depass'],"['asymmetrical', 'skirt', 'jungle', 'animal', 'sequin', 'logo', 'slogan', 'tee-shirt-1', 'black-skirt', 'mini-skirt', 'teenager', 'silver', 'belted', 'round-neck', 'reptile']"
19668,32,woman,spring-summer-2017,versus-versace,london,,"['orange', 'jumper', 'print', 'silver', 'logo', 'slogan', 'elastic', 'sleeveless', 'pants', 'black-pants', 'black', 'round-neck', 'man']"
19664,38,woman,spring-summer-2017,versus-versace,london,,"['total-look', 'biker', 'rock', 'gothic', 'jacket', 'leather', 'pants', 'light-blue', 'destroy', 'sequin', 'tee-shirt-1', 'logo', 'embroidery', 'silver', 'black', 'logo-tee-shirt', 'man']"
19663,39,woman,spring-summer-2017,versus-versace,london,['grace-hartzel'],"['dress', 'short-dress', 'sequin', 'embroidery', 'logo', 'slogan', 'silver', 'black', 'black-dress', 'rock', 'gothic', 'leather', 'biker', 'black-leather', 'brown-hair']"
19667,41,woman,spring-summer-2017,versus-versace,london,,"['denim', 'denim-jacket', 'total-look', 'shirt', 'white-shirt', 'retro', 'destroy', 'denim-pants', 'pocket-shirt', 'destroyed-denim', 'light-blue-denim', 'man']"
19685,25,woman,spring-summer-2017,versus-versace,london,,"['total-look', 'black-shirt', 'shirt', 'bomber', 'jacket', 'hoodie', 'hood', 'pants', 'sport', 'black', 'raincoat', 'sweatpants', 'monochrome', 'total-black', 'rolled-up-sleeves', 'black-head-to-toe', 'man']"
19674,26,woman,spring-summer-2017,versus-versace,london,,"['bomber', 'orange', 'shirt', 'pants', 'elastic', 'top', 'transparent', 'black-pants', 'black', 'jacket', 'yellow', 'sport', 'sweatpants', 'orange-jacket', 'man']"
19675,27,woman,spring-summer-2017,versus-versace,london,['jess-pw'],"['dress', 'orange-dress', 'logo', 'slogan', 'metallic', 'silver', 'patch', 'print', 'teenager', 'short-dress']"
19676,28,woman,spring-summer-2017,versus-versace,london,,"['dress', 'asymmetrical', 'pattern', 'print', 'frill', 'logo', 'slogan', 'sleeveless', 'cut-out', 'stripes', 'multicolour', 'short-dress', 'vertical-stripes']"
19673,35,woman,spring-summer-2017,versus-versace,london,['camille-hurel'],"['denim', 'destroy', 'cut-out', 'khaki', 'black', 'sequin', 'silver', 'pants', 'low-waist', 'low-waist-pants', 'denim-pants', 'destroyed-denim', 'light-blue-denim', 'chestnut-hair']"
19672,36,woman,spring-summer-2017,versus-versace,london,['roos-abels'],"['dress', 'short-dress', 'khaki', 'khaki-dress', 'sleeveless', 'silver', 'sequin', 'asymmetrical', 'evening-wear', 'urban', 'skater-dress']"
19662,37,woman,spring-summer-2017,versus-versace,london,['marjan-jonkman'],"['skirt', 'denim', 'destroy', 'sleeveless', 'mini-skirt', 'denim-skirt', 'total-look', 'frayed', 'destroyed-denim', 'light-blue-denim', 'blond-hair']"
19669,33,woman,spring-summer-2017,versus-versace,london,['nora-attal'],"['orange', 'knit', 'logo', 'slogan', 'skirt', 'mini-skirt', 'silver', 'sequin', 'patch', 'rib-knit', 'etiquette', 'colourful-knit', 'long-sleeves']"
19671,34,woman,spring-summer-2017,versus-versace,london,['stella-maxwell'],"['dress', 'black-dress', 'applique', 'silver', 'sequin', 'godet-skirt', 'sleeveless', 'short-dress', 'rock', 'evening-wear', 'skater-dress']"
19666,42,woman,spring-summer-2017,versus-versace,london,['mica-arganaraz'],"['dress', 'short-dress', 'drape', 'silver', 'sequin', 'mini-dress', 'sleeveless', 'asymmetrical', 'disco', 'teenager', 'grey', 'draped-dress', 'brown-hair']"
19777,1,woman,spring-summer-2017,mother-of-pearl,london,,"['frill', 'doll', 'pearls', 'pocket', 'monochrome', 'blue', 'blue-jacket', 'blue-pants', 'total-monochrome-look', 'total-blue', 'pocket-jacket', 'raw-edge', 'wide-leg-oversize-pants', 'masculine-feminine']"
19684,24,woman,spring-summer-2017,versus-versace,london,,"['coat', 'pocket', 'orange', 'pants', 'belt', 'yellow', 'leather', 'monochrome', 'total-yellow', 'colourful-leather']"
19907,28,woman,spring-summer-2017,anya-hindmarch,london,,"['swimsuit', 'body', 'neoprene', 'blue', 'light-blue', 'geometric', 'stripes', 'sport', 'athletic', 'contoured-body', 'sunglasses', 'round-sunglasses']"
19906,29,woman,spring-summer-2017,anya-hindmarch,london,,"['coat', 'applique', 'geometric', 'leather', 'neoprene', 'crop-top', 'pocket', 'turquoise', 'blue-coat']"
19908,31,woman,spring-summer-2017,anya-hindmarch,london,,"['white-coat', 'trenchcoat', 'white', 'applique', 'geometric', 'leather', 'neoprene', 'pocket', 'sunglasses', 'round-sunglasses']"
19910,32,woman,spring-summer-2017,anya-hindmarch,london,['jay-jankowska'],"['coat', 'blue', 'light-blue', 'geometric', 'applique', 'neoprene', 'body', 'swimsuit', 'retro', 'sport', 'athletic', 'blue-coat']"
19911,33,woman,spring-summer-2017,anya-hindmarch,london,,"['jacket', 'cut-out', 'geometric', 'applique', 'neoprene', 'blue', 'light-blue', 'swimsuit', 'bodycon', 'sport', 'athletic', 'doll']"
20159,19,woman,spring-summer-2017,anya-hindmarch,london,,"['coat', 'orange', 'applique', 'neoprene', 'geometric', 'bold-colours', 'doll', 'swimsuit', 'bodycon', 'orange-coat']"
19898,20,woman,spring-summer-2017,anya-hindmarch,london,,"['green', 'jacket', 'volume', 'bold-colours', 'applique', 'leather', 'geometric', 'circus', 'neoprene']"
19899,21,woman,spring-summer-2017,anya-hindmarch,london,,"['coat', 'neoprene', 'lilac', 'applique', 'body', 'swimsuit', 'green', 'sport', 'athletic', 'contoured-body']"
19901,23,woman,spring-summer-2017,anya-hindmarch,london,,"['coat', 'green', 'neoprene', 'leather', 'applique', 'geometric', 'bold-colours', 'pocket', 'swimsuit', 'body']"
19902,24,woman,spring-summer-2017,anya-hindmarch,london,,"['coat', 'grey', 'neoprene', 'applique', 'leather', 'geometric', 'dressing-gown', 'belted', 'light-grey', 'just-a-coat']"
19903,25,woman,spring-summer-2017,anya-hindmarch,london,,"['coat', 'lilac', 'pocket', 'applique', 'geometric', 'leather', 'sleeveless', 'girly', 'doll', 'furry-shoes']"
19904,27,woman,spring-summer-2017,anya-hindmarch,london,,"['coat', 'white', 'neoprene', 'applique', 'geometric', 'leather', 'retro']"
19912,34,woman,spring-summer-2017,anya-hindmarch,london,,"['swimsuit', 'body', 'green', 'neoprene', 'athletic', 'sport', 'geometric']"
19914,35,woman,spring-summer-2017,anya-hindmarch,london,,"['coat', 'neoprene', 'grey', 'applique', 'pocket', 'geometric', 'leather', 'just-a-coat']"
19913,36,woman,spring-summer-2017,anya-hindmarch,london,,"['coat', 'sleeveless', 'blue', 'light-blue', 'pocket', 'applique', 'geometric', 'body', 'swimsuit', 'blue-coat', 'sleeveless-coat', 'crossed-coat']"
19915,37,woman,spring-summer-2017,anya-hindmarch,london,,"['coat', 'cut-out', 'applique', 'geometric', 'leather', 'blue', 'bold-colours', 'flash', 'blue-coat', 'just-a-coat']"
20160,38,woman,spring-summer-2017,anya-hindmarch,london,,"['coat', 'neoprene', 'blue', 'pocket', 'applique', 'geometric', 'bold-colours', 'body', 'swimsuit', 'grey', 'blue-coat']"
19917,40,woman,spring-summer-2017,anya-hindmarch,london,,"['coat', 'white-coat', 'white', 'cut-out', 'applique', 'geometric', 'leather', 'neoprene', 'just-a-coat']"
19916,39,woman,spring-summer-2017,anya-hindmarch,london,,"['coat', 'cut-out', 'grey', 'neoprene', 'applique', 'geometric', 'leather', 'crop-top', 'retro', 'sunglasses', 'round-sunglasses']"
20086,2,woman,spring-summer-2017,topshop,london,['lineisy-montero'],"['blouse', 'cream', 'mini-skirt', 'black', 'warrior', 'jacket', 'leather', 'minimal', 'utility', 'skirt', 'high-waist', 'highwaist-skirt', 'mini', 'brown-hair']"
20087,3,woman,spring-summer-2017,topshop,london,['stella-maxwell'],"['animal', 'jungle', 'navy-blue', 'dress', 'mini-dress', 'stripes', 'zebra']"
20088,4,woman,spring-summer-2017,topshop,london,['selena-forrest'],"['bomber', 'navy-blue', 'beige', 'skirt', 'mini-skirt', 'shirt', 'light-blue', 'blue', 'sport', 'beige-skirt', 'ribs', 'mini']"
20097,13,woman,spring-summer-2017,topshop,london,['wangy-xinyu'],"['black-white', 'floral', 'grey', 'grey-pants', 'pants', 'blouse', 'doll', 'high-waist', 'highwaist-pants', 'floral-on-light-background']"
20098,14,woman,spring-summer-2017,topshop,london,,"['vinyl', 'white-shirt', 'grey', 'skirt', 'slit', 'midi-skirt', 'black', 'jacket', 'leather-jacket', 'slit-skirt', 'high-slit']"
20099,15,woman,spring-summer-2017,topshop,london,['estella-boersma'],"['grey', 'blazer', 'jacket', 'vinyl', 'disco', 'black-dress', 'mini-dress', 'black', 'tailoring', 'masculine-feminine']"
20105,21,woman,spring-summer-2017,topshop,london,,"['yellow', 'knit', 'rib-knit', 'trenchcoat', 'beige-coat', 'beige', 'navy-blue', 'blue', 'utility', 'jumpsuit', 'jumper', 'cut-out', 'colourful-knit', 'utility-jumpsuit', 'rolled-up-sleeves', 'around-the-waist', 'cut-out-knit']"
20090,5,woman,spring-summer-2017,topshop,london,['luna-bijl'],"['animal', 'jungle', 'zebra', 'black-white', 'shirt', 'skirt', 'retro', 'mini-skirt', 'animal-print', 'mini', 'chestnut-hair']"
20089,6,woman,spring-summer-2017,topshop,london,,"['red-dress', 'red', 'dress', 'minimal', 'wrap', 'wrap-dress']"
20092,8,woman,spring-summer-2017,topshop,london,['grace-elizabeth'],"['blazer', 'red', 'dominatrix', 's-m', 'vinyl', 'black-skirt', 'black', 'black-jacket', 'slit', 'slit-skirt', 'black-blazer', 'tailoring', 'brown-hair']"
20100,16,woman,spring-summer-2017,topshop,london,['noemie-abigail'],"['grey-coat', 'grey', 'coat', 'vinyl', 'pants', 'black-pants', 'black', 'floral', 'pastoral', 'blouse', 'high-waist', 'highwaist-pants']"
20101,17,woman,spring-summer-2017,topshop,london,,"['animal', 'zebra', 'jungle', 'black-white', 'top', 'lilac', 'slit', 'slipdress', 'dress', 'pastel-sorbet', 'midi-dress', 'purple', 'animal-print', 'slit-dress', 'spaghetti-strap', 'satin-dress', 'thin-straps-on-long-sleeves', 'high-slit', 'sorbet-dress']"
20093,9,woman,spring-summer-2017,topshop,london,['he-cong'],"['black-white', 'kitsch', '1980', 'jacket', 'white-shirt', 'navy-blue', 'pants', 'animal', 'jungle', 'zebra', 'high-waist', 'highwaist-pants', 'animal-print', 'black-hair']"
20094,10,woman,spring-summer-2017,topshop,london,['greta-varlese'],"['black-white', 'floral', 'dress', 'mini-dress', 'doll', 'frill', 'floral-on-dark-background', 'brown-hair']"
20103,19,woman,spring-summer-2017,topshop,london,['jing-wen'],"['pink-shirt', 'pink', 'pastel-sorbet', 'light-pink', 'cream', 'skirt', 'mini-skirt', 'utility', 'high-waist', 'highwaist-skirt', 'black-hair']"
20104,20,woman,spring-summer-2017,topshop,london,['karly-loyce'],"['jumpsuit', 'utility', 'light-blue', 'blue', 'animal', 'jungle', 'zebra', 'top', 'animal-print', 'black-hair']"
19607,14,woman,spring-summer-2017,jw-anderson,london,['lululeika-ravn-liep'],"['dress', 'midi-dress', 'zip', 'black-white', 'patchwork', 'lace-up', 'eyelet', 'quilted', 'frill', 'asymmetrical', 'gathers', 'corset', 'warrior', 'pleats', 'asymmetrical-dress', 'hybrid', 'gathered-dress']"
19606,15,woman,spring-summer-2017,jw-anderson,london,,"['zip', 'elastic', 'frill', 'gathers', 'pleats', 'dress', 'asymmetrical', 'khaki', 'khaki-dress', 'black', 'creased', 'ruffled-collar', 'pleated-dress', 'asymmetrical-dress', 'gathered-dress']"
19605,16,woman,spring-summer-2017,jw-anderson,london,['noemie-abigail'],"['dress', 'midi-dress', 'yellow', 'yellow-dress', 'geometric', 'graphic', 'linen', 'sleeveless', 'light-yellow', 'spaghetti-strap', 'midi']"
19604,17,woman,spring-summer-2017,jw-anderson,london,['isabella-ridolfi'],"['blouse', 'cream', 'gathers', 'ribbon', 'volume', 'royal', 'tudor', 'skirt', 'black-skirt', 'doll', 'romantic', 'delicate', 'virginal', 'extra-long-sleeves', 'statement-sleeves', 'animal-jewelry']"
19603,18,woman,spring-summer-2017,jw-anderson,london,,"['jumper', 'blue', 'volume', 'skirt', 'cream', 'fringes', 'royal', 'tudor', 'embroidery', 'long-sleeves', 'frayed-bottom', 'eyes', 'blue-jumper', 'frayed', 'stripes', 'striped-skirt', 'beige-skirt']"
19631,11,woman,spring-summer-2017,simone-rocha,london,,"['shirt', 'white-shirt', 'doll', 'sangallo', 'broderie-anglaise', 'lace', 'claudine', 'trenchcoat', 'balloon-sleeves', 'grey', 'check', 'prince-of-wales', 'frill', 'circus', 'pants', 'belted', 'leg-of-mutton-sleeve', 'check-jacket']"
19632,12,woman,spring-summer-2017,simone-rocha,london,['lineisy-montero'],"['broderie-anglaise', 'sangallo', 'lace', 'white-dress', 'white', 'balloon-sleeves', 'delicate', 'midi-dress', 'princess', 'virginal', 'doll', 'frill', 'leg-of-mutton-sleeve', 'victorian', 'brown-hair']"
19633,13,woman,spring-summer-2017,simone-rocha,london,['naki-depass'],"['prince-of-wales', 'dress', 'balloon-sleeves', 'claudine', 'doll', 'pleats', 'frill', 'pants', 'wrap', 'grey', 'dress-on-pants', 'victorian']"
19634,14,woman,spring-summer-2017,simone-rocha,london,['mayowa-nicholas'],"['trenchcoat', 'white-shirt', 'shirt', 'balloon-sleeves', 'transparent', 'virginal', 'grey', 'prince-of-wales', 'shirt-dress', 'dress', 'broderie-anglaise', 'belted', 'leg-of-mutton-sleeve', 'statement-sleeves', 'black-hair']"
19635,15,woman,spring-summer-2017,simone-rocha,london,,"['gingham', 'red-dress', 'red', 'animal', 'doll', 'frill', 'check', 'romantic', 'pastoral', 'midi-dress', 'girly', 'floral-dress', 'check-dress']"
19636,16,woman,spring-summer-2017,simone-rocha,london,['klementyna-dmowska'],"['black-dress', 'broderie-anglaise', 'sangallo', 'lace', 'balloon-sleeves', 'doll', 'princess', 'tudor', 'black', 'dress', 'pants', 'gathers', 'dress-on-pants', 'widow', 'victorian']"
19637,17,woman,spring-summer-2017,simone-rocha,london,['ratner'],"['floral', 'gingham', 'girly', 'red', 'red-dress', 'pastoral', 'dress', 'floral-dress', 'fluid']"
19638,18,woman,spring-summer-2017,simone-rocha,london,['mayka-merino'],"['doll', 'red-dress', 'red', 'pleats', 'balloon-sleeves', 'frill', 'floral', 'dress', 'pastoral', 'fluid']"
19639,19,woman,spring-summer-2017,simone-rocha,london,,"['floral', 'red-dress', 'red', 'pleats', 'broderie-anglaise', 'taffetas', 'lace', 'applique', 'dress', 'delicate', 'floral-on-light-background']"
19640,20,woman,spring-summer-2017,simone-rocha,london,['lia-pavlova'],"['floral', 'red-dress', 'girly', 'red', 'print', 'patchwork', 'dress', 'floral-dress', 'pattern-mix', 'chestnut-hair']"
19641,21,woman,spring-summer-2017,simone-rocha,london,,"['trenchcoat', 'floral', 'black', 'coat', 'dress', 'balloon-sleeves', 'roses', 'ribbon', 'belted', 'floral-dress', 'bold-floral', 'floral-on-dark-background', 'fluid']"
19642,22,woman,spring-summer-2017,simone-rocha,london,['isabella-ridolfi'],"['princess', 'trenchcoat', 'black', 'floral', 'doll', 'balloon-sleeves', 'knot', 'belted', 'floral-on-dark-background', 'floral-coat']"
19643,23,woman,spring-summer-2017,simone-rocha,london,['estella-boersma'],"['black-dress', 'black', 'dress', 'doll', 'transparent', 'delicate', 'frill', 'ruffle', 'sangallo', 'romantic', 'fluid-dress']"
19644,24,woman,spring-summer-2017,simone-rocha,london,,"['balloon-sleeves', 'floral', 'blue', 'doll', 'dress', 'trenchcoat', 'sangallo', 'lace', 'embroidery', 'belted', 'victorian']"
19623,3,woman,spring-summer-2017,simone-rocha,london,['jay-wright'],"['white-dress', 'white', 'dress', 'sleeveless', 'sangallo', 'lace', 'doll', 'transparent', 'broderie-anglaise', 'fluid', 'chestnut-hair']"
19624,4,woman,spring-summer-2017,simone-rocha,london,['odette-pavlova'],"['balloon-sleeves', 'sangallo', 'lace', 'broderie-anglaise', 'white', 'white-dress', 'transparent', 'dress', 'delicate', 'jacket', 'belted', 'victorian']"
19625,5,woman,spring-summer-2017,simone-rocha,london,['zhenya-migovych'],"['sangallo', 'broderie-anglaise', 'lace', 'off-the-shoulder', 'asymmetrical', 'skirt', 'delicate', 'doll', 'trenchcoat', 'white', 'romantic', 'pastoral', 'mono-sleeve', 'belted']"
19626,6,woman,spring-summer-2017,simone-rocha,london,['roos-abels'],"['trenchcoat', 'sangallo', 'broderie-anglaise', 'lace', 'balloon-sleeves', 'ribbon', 'transparent', 'delicate', 'virginal', 'doll', 'belted', 'victorian']"
19628,7,woman,spring-summer-2017,simone-rocha,london,['lorena-maraschi'],"['taffetas', 'balloon-sleeves', 'sangallo', 'broderie-anglaise', 'lace', 'white-dress', 'white', 'dress', 'pleats', 'ribbon', 'applique', 'delicate', 'virginal']"
19627,8,woman,spring-summer-2017,simone-rocha,london,,"['taffetas', 'white', 'white-dress', 'virginal', 'doll', 'dress', 'balloon-sleeves', 'knot', 'gathers', 'short-dress', 'gathered-dress']"
19629,9,woman,spring-summer-2017,simone-rocha,london,['noemie-abigail'],"['sangallo', 'knot', 'dress', 'doll', 'short-dress', 'white-dress', 'white', 'bow', 'balloon-sleeves', 'claudine']"
19630,10,woman,spring-summer-2017,simone-rocha,london,,"['sangallo', 'broderie-anglaise', 'lace', 'white-dress', 'knot', 'white', 'dress', 'delicate', 'doll']"
19651,31,woman,spring-summer-2017,simone-rocha,london,['maria-clara'],"['floral', 'dress', 'transparent', 'floral-dress', 'pattern', 'floral-on-dark-background', 'fluid-dress', 'floral-transparency', 'chestnut-hair']"
19654,32,woman,spring-summer-2017,simone-rocha,london,['lululeika-ravn-liep'],"['yellow-dress', 'yellow', 'floral', 'frill', 'delicate', 'pastoral', 'doll', 'pastel-sorbet', 'sorbet-dress']"
19652,33,woman,spring-summer-2017,simone-rocha,london,['kirin-dejonckheere'],"['floral', 'pastoral', 'dress', 'girly', 'yellow', 'yellow-dress', 'pastel-sorbet', 'floral-dress', 'floral-on-light-background', 'sorbet-dress']"
19645,25,woman,spring-summer-2017,simone-rocha,london,,"['transparent', 'black-dress', 'black', 'mesh', 'knot', 'dress']"
19647,26,woman,spring-summer-2017,simone-rocha,london,,"['balloon-sleeves', 'floral', 'trenchcoat', 'dress', 'doll', 'white-shirt', 'shirt', 'sangallo', 'taffetas', 'belted', 'leg-of-mutton-sleeve', 'victorian', 'statement-sleeves']"
19646,27,woman,spring-summer-2017,simone-rocha,london,,"['shirt-dress', 'white-shirt', 'sangallo', 'lace', 'broderie-anglaise', 'doll', 'transparent', 'black-dress', 'black-white', 'knot']"
19649,29,woman,spring-summer-2017,simone-rocha,london,,"['sangallo', 'lace', 'broderie-anglaise', 'black-dress', 'asymmetrical', 'balloon-sleeves', 'black', 'dress', 'trenchcoat', 'delicate', 'mono-sleeve', 'belted']"
19621,1,woman,spring-summer-2017,simone-rocha,london,['selena-forrest'],"['dress', 'doll', 'white', 'white-dress', 'balloon-sleeves', 'sangallo', 'lace', 'delicate', 'embroidery', 'bridal', 'midi-dress', 'victorian']"
19622,2,woman,spring-summer-2017,simone-rocha,london,['nora-attal'],"['white-coat', 'white', 'trenchcoat', 'minimal', '1990', 'coat', 'just-a-coat']"
19648,28,woman,spring-summer-2017,simone-rocha,london,['jess-pw'],"['trenchcoat', 'black-white', 'white-shirt', 'knot', 'minimal', 'delicate', 'sangallo', 'belted']"
19650,30,woman,spring-summer-2017,simone-rocha,london,['wangy-xinyu'],"['floral', 'black', 'trenchcoat', 'midi-dress', 'belted', 'floral-on-dark-background', 'long-length-gloves']"
20536,4,woman,spring-summer-2017,christopher-kane,london,['jess-pw'],"['coat', 'floral', 'metal', 'print', 'applique', 'doll', 'girly', 'dress', 'short-dress', 'total-floral']"
20537,5,woman,spring-summer-2017,christopher-kane,london,['iris-landstra'],"['top', 'skirt', 'midi-skirt', 'applique', 'floral', 'patch', 'graffiti', 'total-look', 'art', 'transparent', 'dance', 'embroidery', 'abstract']"
20535,6,woman,spring-summer-2017,christopher-kane,london,['roos-abels'],"['dress', 'mini-dress', 'floral', 'applique', 'metal', 'babydoll', 'doll', 'girly', 'floral-dress', 'mini', 'total-floral']"
20534,7,woman,spring-summer-2017,christopher-kane,london,['estella-brons'],"['coat', 'leopard', 'animal', 'jungle', 'print', 'dress', 'midi-dress', 'tulle', 'transparent', 'embroidery', 'applique', 'graffiti', 'art', 'glitter', 'cut-out', 'long-coat', 'abstract', 'leopard-coat', 'animal-print']"
20533,8,woman,spring-summer-2017,christopher-kane,london,,"['jacket', 'tweed', 'retro', 'skirt', 'midi-skirt', 'slit', 'leopard', 'animal', 'jungle', 'top', 'graffiti', 'art', 'embroidery', 'applique', 'glitter', 'abstract', 'slit-dress', 'animal-print']"
19803,27,woman,spring-summer-2017,mother-of-pearl,london,,"['floral', 'metallic', 'disco', 'ruffle', 'frill', 'short-sleeves', 'dress', 'top', 'pearls', 'floral-on-dark-background', 'floral-dress', 'mini', 'mini-dress', 'gathers', 'spaghetti-strap', 'gathered-dress']"
19804,28,woman,spring-summer-2017,mother-of-pearl,london,,"['white-shirt', 'shirt', 'delicate', 'floral', 'metallic', 'mini-skirt', 'frill', 'ruffle', 'floral-skirt', 'white', 'mini', 'gathers', 'high-waist']"
19805,29,woman,spring-summer-2017,mother-of-pearl,london,,"['sequin', 'white', 'skirt', 'coat', 'utility', 'pocket', 'pearls', 'white-jacket', 'extra-long-sleeves', 'sequin-skirt', 'white-skirt', 'rib-knit', 'silver']"
19806,30,woman,spring-summer-2017,mother-of-pearl,london,,"['white', 'dress', 'applique', 'floral', 'midi-dress', 'total-white', 'total-monochrome-look', 'extra-long-sleeves', 'embellishment', 'ladylike', 'pattern']"
19791,15,woman,spring-summer-2017,mother-of-pearl,london,,"['retro', 'mini-skirt', 'shirt', 'floral', 'nature', 'tropical', 'teenager', 'black', 'kitsch', 'floral-on-dark-background', 'floral-shirt', 'floral-skirt', 'tee-shirt-1', 'pearls', 'mini-skirt-suit', 'extra-long-sleeves', 'mini', 'total-look']"
19792,16,woman,spring-summer-2017,mother-of-pearl,london,,"['doll', 'floral', 'gathers', 'dress', 'floral-on-dark-background', 'fluid', 'total-floral', 'high-necked-dress', 'black-dress', 'floral-dress', 'long-dress', 'slit-dress', 'short-sleeves', 'short-sleeves-on-long-sleeves', 'roses']"
19793,17,woman,spring-summer-2017,mother-of-pearl,london,,"['floral', 'dress', 'liberty', 'doll', 'red', 'midi-dress', 'floral-on-dark-background', 'total-floral', 'high-necked-dress', 'pattern', 'pattern-mix', 'floral-mix', 'mini-floral', 'pleats', 'pleated-skirt', 'midi', 'midi-skirt', 'ruffled-collar', 'pattern-all-over']"
19794,18,woman,spring-summer-2017,mother-of-pearl,london,,"['sport', 'black-white', 'tweed', 'minimal', 'white-dress', 'midi', 'midi-dress', 'plunging-neckline', 'jumper', 'black-jumper', 'logo', 'pearls', 'ruffle', 'eyelet']"
19783,7,woman,spring-summer-2017,mother-of-pearl,london,,"['stripes', 'mini-dress', 'black-white', 'dress', 'frill', '1980', 'horizontal-stripes', 'thin-stripes', 'pearls', 'lace', 'mini', 'white-dress', 'gold', 'silver', 'silver-gold', 'nautical']"
19784,8,woman,spring-summer-2017,mother-of-pearl,london,,"['tee-shirt-1', 'stripes', 'black-white', 'midi-dress', 'dress', 'horizontal-stripes', 'round-neck', 'white-tee-shirt', 'pearls', 'striped-dress', 'silver', 'thin-stripes', 'navy-blue', 'nautical']"
19785,9,woman,spring-summer-2017,mother-of-pearl,london,['saadi-schimmel'],"['utility', 'navy-blue', 'blue', 'embroidery', 'dress', 'long-dress', 'evening-wear', 'jacket', 'tweed', 'floral', 'applique', 'princess', 'lace', 'navy-blue-jacket', 'navy-blue-skirt', 'long-skirt', 'silver', 'embellishment', 'total-navy-blue', 'low-waist', 'pearls']"
19786,10,woman,spring-summer-2017,mother-of-pearl,london,,"['black-dress', 'evening-wear', 'black', 'dress', 'long-dress', 'slipdress', 'red-carpet', 'spaghetti-strap', 'sleeveless', 'knit', 'rib-knit', 'bodycon']"
19800,23,woman,spring-summer-2017,mother-of-pearl,london,,"['hoodie', 'sport', 'tweed', 'white', 'navy', 'pants', 'eyelet', 'extra-long-sleeves', 'raw-edge', 'navy-blue-pants', 'wide-leg-oversize-pants', 'pearls', 'hood']"
19799,24,woman,spring-summer-2017,mother-of-pearl,london,,"['navy-blue', 'blouse', 'blue', 'skirt', 'tulle', 'pearls', 'raw-edge', 'navy-blue-skirt', 'tweed', 'total-look', 'frayed', 'jumper', 'navy-blue-jumper']"
